tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-05-28,4,16.0,Churchill Downs,2,Private Boone,Gomez A,50-1,0.0,0.0,0.0,0.0,0.0,61,0,Tadeo Erin,0.0,0.0,0.0,0.0,,7.0,20.0,30.0,43.0,40.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,3,Happy Go Lucky,Kellenberger K,50-1,0.0,0.1,0.07,0.16,0.72,42,0,Combs Bentley,0.22,0.12,0.14,0.05,,27.0,42.0,24.0,36.0,13.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,4,Smart Arch,Burke J,4-1,0.0,0.0,0.06,0.14,0.43,61,0,Murphy Conor,0.09,0.06,0.09,0.09,,60.0,55.0,0.0,998.0,58.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,8,Gambit,Graham J,7-2,0.14,0.38,0.16,0.1,0.3,78,66,Arnold George R II,0.14,0.14,0.12,0.07,,54.0,46.0,53.0,70.0,55.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,10,Be an Inspiration,Ramos J D,20-1,0.0,0.23,0.13,0.11,0.43,49,0,Catalano Wayne M,0.16,0.11,0.12,0.17,0.17,15.0,41.0,49.0,41.0,39.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,12,Mr. Unusual,Rosario J,5-2,0.17,0.57,0.21,0.16,0.53,69,34,Sadler John W,0.16,0.23,0.21,0.21,,69.0,53.0,49.0,29.0,34.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,14,Clifton Park,Talamo J,6-1,0.03,0.23,0.15,0.1,0.33,46,57,Romans Dale,0.2,0.13,0.12,0.1,0.12,55.0,47.0,57.0,46.0,42.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,15,A King's Ransom,Conning C,15-1,0.0,0.0,0.03,0.07,0.27,45,51,Kobiskie Dane,0.13,0.14,0.06,0.14,,25.0,45.0,42.0,46.0,51.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,4,16.0,Churchill Downs,16,Litany,Santana R Jr,15-1,0.16,0.42,0.19,0.15,0.44,66,0,Hartman Chris A,0.15,0.16,0.11,,,52.0,52.0,46.0,66.0,52.0,cd,6,rayo de luz,8,14,31.2
CD,2020-05-28,5,16.0,Churchill Downs,1,Heavens Whisper,Talamo J,6-5,0.03,0.23,0.15,0.1,0.32,79,64,Holthus Paul E,0.37,0.11,0.12,0.17,0.06,69.0,83.0,83.0,77.0,82.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,2,Lucky Be a Lady,Court J K,20-1,0.08,0.17,0.02,0.03,0.13,61,41,Fires William H,0.0,0.07,0.07,0.09,0.02,61.0,52.0,41.0,57.0,27.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,3,My Dark Secret,Ramos J D,50-1,0.0,0.23,0.13,0.06,0.33,69,55,Grubbs Jamie L,0.0,0.1,0.11,0.12,0.0,63.0,46.0,48.0,59.0,51.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,4,Grats Road,Leparoux J R,12-1,0.06,0.32,0.11,0.02,0.14,64,54,Vance David R,0.11,0.11,0.12,0.13,0.03,52.0,55.0,57.0,56.0,64.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,5,Big Blue Magic,Lanerie C J,15-1,0.13,0.33,0.14,0.07,0.25,75,73,Morse Randy L,0.08,0.0,0.07,0.06,0.11,65.0,53.0,65.0,55.0,61.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,6,Yes I'm Evil,Morales E,6-1,0.17,0.33,0.1,0.16,0.72,73,51,Combs Bentley,0.22,0.12,0.14,0.17,,70.0,65.0,73.0,61.0,0.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,7,Kimberley Dream,Mena M,8-1,0.11,0.21,0.11,0.0,0.0,68,72,Winston Fred D,0.43,0.44,0.0,,,45.0,66.0,67.0,33.0,58.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,8,Weightlessness,Murrill M,8-1,0.11,0.16,0.14,0.24,0.55,71,37,Shirer Matt A,0.28,0.3,0.33,0.17,0.26,66.0,51.0,47.0,52.0,34.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,9,Flash n' Dance,Albarado R J,20-1,0.0,0.5,0.06,0.25,0.38,70,0,O'Donnell Marcus,0.17,0.06,0.11,0.0,,44.0,65.0,65.0,70.0,51.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,10,Urban Kat,Bejarano R,30-1,0.17,0.17,0.11,0.02,0.14,59,63,Vance David R,0.14,0.11,0.11,0.12,0.13,58.0,59.0,59.0,44.0,55.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,11,Peace Love Bread,Sanjur S,12-1,0.0,0.17,0.1,0.14,0.21,55,68,Manley Steve,0.13,0.39,0.2,0.16,0.2,58.0,64.0,66.0,68.0,63.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,12,Crazy Sexy Munny,Rosario J,5-1,0.17,0.57,0.21,0.21,0.6,73,53,Morey William E,0.23,0.23,0.23,0.23,0.3,72.0,66.0,73.0,71.0,50.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,13,She's No Drama,Kellenberger K,20-1,0.0,0.1,0.07,0.18,0.41,81,56,Kenney Ryan,0.13,0.0,0.1,0.15,0.08,49.0,41.0,54.0,44.0,55.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,14,Colorincolonel,Santana R Jr,15-1,0.16,0.42,0.19,0.0,0.42,71,56,Quartarolo Anthony T,0.0,0.08,0.09,0.13,,40.0,46.0,63.0,48.0,62.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,15,No Interest,Jimenez A,15-1,0.09,0.27,0.22,0.0,0.13,73,68,Roberson Denis W,0.0,0.15,0.14,0.14,0.33,43.0,56.0,60.0,61.0,64.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,5,16.0,Churchill Downs,16,Fun Paddy,Hernandez B J Jr,20-1,0.07,0.4,0.19,0.1,0.34,77,64,Glyshaw Tim,0.13,0.11,0.12,0.11,,54.0,58.0,59.0,50.0,64.0,cd,12,crazy sexy munny,5,5/2,7.6
CD,2020-05-28,6,14.0,Churchill Downs,1,Vettori Kin,Leparoux J R,3-1,0.06,0.32,0.11,0.14,0.35,94,98,McPeek Kenneth G,0.14,0.11,0.14,0.21,,84.0,66.0,54.0,85.0,91.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,2,Ezmosh,Carroll D,12-1,0.0,0.25,0.12,0.16,0.44,88,91,Sharp Joe,0.2,0.14,0.11,0.15,0.15,59.0,81.0,70.0,76.0,60.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,3,Logical Myth,Santana R Jr,7-2,0.16,0.42,0.19,0.19,0.41,0,82,Foley Gregory D,0.17,0.06,0.14,0.14,0.16,82.0,73.0,76.0,69.0,73.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,4,Clear for Action,Hernandez B J Jr,5-1,0.07,0.4,0.19,0.17,0.46,68,84,Kenneally Eddie,0.12,0.19,0.2,0.17,0.27,38.0,73.0,78.0,84.0,67.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,5,Zero Gravity,Gaffalione T,5-1,0.14,0.37,0.18,0.2,0.48,87,91,Maker Michael J,0.15,0.15,0.16,0.16,0.17,76.0,87.0,74.0,80.0,81.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,6,Exulting,Rosario J,7-2,0.17,0.57,0.21,0.16,0.53,96,94,Sadler John W,0.15,0.1,0.16,0.17,0.21,74.0,83.0,89.0,92.0,91.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,7,Moon Over Montana,Sanjur S,20-1,0.0,0.17,0.1,0.11,0.34,96,81,Hammond Kim,0.06,0.15,0.14,0.17,0.21,72.0,58.0,96.0,96.0,71.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,8,Memory Bank,Murrill M,15-1,0.11,0.16,0.14,0.14,0.21,81,95,Manley Steve,0.23,0.13,0.07,0.16,0.2,77.0,74.0,68.0,77.0,77.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,9,Eisenstaedt,Talamo J,20-1,0.03,0.23,0.15,0.19,0.44,91,0,Moquett Ronald E,0.22,0.09,0.12,0.15,0.1,81.0,82.0,91.0,76.0,72.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,10,Firewater Jake,Geroux F,15-1,0.18,0.29,0.18,0.11,0.46,0,86,Flint Bernard S,0.43,0.3,0.19,0.17,0.15,66.0,66.0,82.0,61.0,86.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,11,Honovi,Velazquez J R,4-1,0.23,0.41,0.18,0.16,0.38,78,91,Walsh Brendan P,0.19,0.13,0.13,0.2,,77.0,85.0,85.0,84.0,84.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,12,Patriot Drive,Ortiz J L,4-1,0.12,0.4,0.15,0.2,0.48,83,90,Maker Michael J,0.17,0.16,0.17,0.22,,78.0,82.0,77.0,87.0,83.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,13,Discovered,Mena M,20-1,0.11,0.21,0.11,0.19,0.27,86,87,Sanner Daniel E,0.0,0.0,0.0,0.14,0.0,68.0,71.0,81.0,67.0,43.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,6,14.0,Churchill Downs,14,He Will,Baze T C,15-1,0.17,0.42,0.1,0.13,0.36,93,103,Hollendorfer Jerry,0.2,0.14,0.18,0.16,0.17,42.0,48.0,51.0,81.0,74.0,cd,5,zero gravity,5,7,16.2
CD,2020-05-28,7,11.0,Churchill Downs,2,Jo Marie,Court J K,8-1,0.08,0.17,0.02,0.03,0.13,69,70,Fires William H,0.17,0.1,0.07,0.04,0.06,49.0,59.0,61.0,65.0,63.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,3,Punish,Rosario J,7-2,0.17,0.57,0.21,0.19,0.44,65,0,Moquett Ronald E,0.15,0.15,0.15,0.14,,55.0,65.0,58.0,45.0,53.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,4,Delachaise,Graham J,8-1,0.14,0.38,0.16,0.11,0.46,65,68,Flint Bernard S,0.2,0.27,0.2,0.2,0.22,67.0,68.0,61.0,65.0,43.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,5,Mi Bella,Hernandez B J Jr,8-1,0.07,0.4,0.19,0.15,0.44,59,0,Hartman Chris A,0.15,0.15,0.13,0.16,,39.0,59.0,51.0,51.0,59.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,8,Princess Phone,Lanerie C J,7-2,0.13,0.33,0.14,0.07,0.27,62,73,Kobiskie Dane,0.0,0.18,0.14,0.2,0.12,45.0,69.0,62.0,73.0,55.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,9,Rare Action Attack,Albarado R J,20-1,0.0,0.5,0.06,0.0,0.33,51,58,Childers James R,0.0,0.07,0.0,0.08,0.09,58.0,52.0,40.0,48.0,51.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,10,Bonnet,Saez G,3-1,0.0,0.25,0.13,0.24,0.55,68,58,Shirer Matt A,0.28,0.0,0.26,0.26,0.25,66.0,67.0,35.0,51.0,66.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,7,11.0,Churchill Downs,11,Catlike,De La Cruz F,30-1,0.0,0.0,0.08,0.0,0.2,45,0,Steele Brandi,0.0,0.14,0.06,0.11,,43.0,33.0,34.0,18.0,37.0,cd,10,bonnet,3,9/5,5.8
CD,2020-05-28,8,11.0,Churchill Downs,1,Portos,Ortiz J L,4-1,0.12,0.4,0.15,0.19,0.54,81,0,Pletcher Todd A,0.25,0.14,0.23,0.21,0.25,58.0,81.0,84.0,74.0,71.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,4,Mr. Quality,Hernandez B J Jr,30-1,0.07,0.4,0.19,0.1,0.34,76,53,Glyshaw Tim,0.08,0.13,0.11,0.11,,76.0,53.0,58.0,43.0,48.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,5,Dukes Up,Mena M,7-2,0.11,0.21,0.11,0.13,0.4,87,80,Loy F Dewaine,0.1,0.1,0.05,,,87.0,81.0,80.0,82.0,78.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,6,Locally Owned,Gaffalione T,8-1,0.14,0.37,0.18,0.17,0.39,80,59,Stall Albert M Jr,0.22,0.19,0.18,0.2,,80.0,75.0,77.0,59.0,72.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,7,Hombrazo,Rocco J S Jr,20-1,0.0,0.0,0.09,0.12,0.25,47,75,Tomlinson Michael A,0.15,0.12,0.11,0.14,0.06,75.0,77.0,51.0,57.0,46.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,8,Tikhvin Flew,Santana R Jr,12-1,0.16,0.42,0.19,0.18,0.47,81,38,Asmussen Steven M,0.21,0.19,0.2,0.18,0.17,75.0,38.0,81.0,72.0,76.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,8,11.0,Churchill Downs,9,Sprawl,Rosario J,4-1,0.17,0.57,0.21,0.14,0.41,83,77,Mott William I,0.19,0.2,0.16,0.21,,83.0,77.0,76.0,74.0,73.0,cd,9,sprawl,4,4,10.4
CD,2020-05-28,9,15.0,Churchill Downs,2,Morticia,Gaffalione T,9-5,0.14,0.37,0.18,0.1,0.3,44,97,Arnold George R II,0.12,0.14,0.17,0.24,,91.0,97.0,84.0,89.0,96.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,3,Go On Mary,Lanerie C J,20-1,0.13,0.33,0.14,0.16,0.38,82,94,Walsh Brendan P,0.16,0.13,0.13,0.18,0.11,69.0,85.0,89.0,69.0,89.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,4,Jo Jo Air,Corrales G,12-1,0.22,0.78,0.24,0.25,0.63,0,84,Ward Wesley A,0.21,0.2,0.26,0.25,,79.0,84.0,82.0,84.0,57.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,5,Change of Control,Hernandez C J,20-1,0.0,0.17,0.15,0.05,0.38,73,92,Lovell Michelle,0.09,0.08,0.08,0.07,,82.0,82.0,88.0,92.0,83.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,1,Play On,Bridgmohan S X,4-1,0.17,0.33,0.22,0.25,0.57,77,92,Cox Brad H,0.21,0.27,0.24,0.24,0.25,91.0,86.0,92.0,86.0,64.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,6,Midnight Fantasy,Garcia M,30-1,0.22,0.35,0.19,0.16,0.44,97,86,Sharp Joe,0.2,0.14,0.15,0.15,0.19,70.0,83.0,84.0,97.0,86.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,7,Miss Gossip,Jimenez A,30-1,0.09,0.27,0.22,0.0,0.13,85,90,Caramori Eduardo,0.0,0.0,0.12,0.0,,79.0,79.0,87.0,87.0,65.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,8,Girls Know Best,Ortiz J L,8-5,0.12,0.4,0.15,0.17,0.46,91,103,Kenneally Eddie,0.18,0.21,0.2,0.19,0.19,92.0,96.0,91.0,83.0,90.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,9,Unbridled Class,Graham J,6-1,0.14,0.38,0.16,0.11,0.46,90,95,Flint Bernard S,0.3,0.19,0.22,0.25,,85.0,95.0,42.0,72.0,74.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,10,Spring in the Wind,Santana R Jr,50-1,0.16,0.42,0.19,0.0,0.42,87,66,Quartarolo Anthony T,0.0,0.0,0.05,0.04,0.05,67.0,56.0,75.0,84.0,72.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,11,Mt. Brave,Santana R Jr,10-1,0.16,0.42,0.19,0.18,0.47,90,0,Asmussen Steven M,0.21,0.13,0.15,0.19,0.16,85.0,72.0,79.0,85.0,90.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,12,Mae Never No,Corrales G,15-1,0.22,0.78,0.24,0.25,0.63,82,76,Ward Wesley A,0.21,0.28,0.2,0.26,0.25,14.0,81.0,77.0,82.0,60.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,13,Tia Flor,Diaz C A,50-1,0.0,0.0,0.05,0.0,0.0,76,81,Fernandez Kelly A,0.0,0.0,,,,52.0,998.0,45.0,38.0,36.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,14,Take Charge Angel,Lanerie C J,3-1,0.13,0.33,0.14,0.13,0.41,90,0,Colebrook Ben,0.13,0.27,0.13,0.13,0.16,82.0,80.0,80.0,90.0,5.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,9,15.0,Churchill Downs,1A,Break Even,Rosario J,4-1,0.17,0.57,0.21,0.25,0.57,99,95,Cox Brad H,0.33,0.27,0.27,0.25,0.24,92.0,54.0,89.0,95.0,99.0,cd,5,change of control,20,18,38.8
CD,2020-05-28,10,16.0,Churchill Downs,2,Deanos Cape,Lanerie C J,6-1,0.13,0.33,0.14,0.15,0.44,55,64,Hartman Chris A,0.19,0.1,0.15,0.16,0.11,72.0,55.0,56.0,64.0,51.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-28,10,16.0,Churchill Downs,5,Ekati's Verve,Albarado R J,6-1,0.0,0.5,0.06,0.1,0.36,75,0,Stewart Dallas,0.1,0.06,0.11,0.13,0.1,66.0,68.0,60.0,75.0,66.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-28,10,16.0,Churchill Downs,7,Jacks Fire Balls,Baze T C,10-1,0.17,0.42,0.1,0.05,0.33,69,0,Van Berg Thomas L,0.0,0.0,0.14,0.07,0.13,69.0,59.0,63.0,68.0,67.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-28,10,16.0,Churchill Downs,8,Peerless Brown,Graham J,10-1,0.14,0.38,0.16,0.13,0.41,56,0,Colebrook Ben,0.13,0.0,0.13,0.12,0.09,37.0,50.0,56.0,51.0,34.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-28,10,16.0,Churchill Downs,9,Kickin' Kirby,Mena M,15-1,0.11,0.21,0.11,0.08,0.25,68,0,Zito Nicholas P,0.07,0.11,0.03,0.07,0.08,58.0,60.0,54.0,59.0,52.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-28,10,16.0,Churchill Downs,1A,Higher Authority,Cohen D,8-1,0.21,0.21,0.15,0.24,0.47,60,77,Calhoun William Bret,0.23,0.22,0.27,0.4,0.25,68.0,71.0,36.0,77.0,71.0,cd,4,quarterback dak,10,3,8.2
CD,2020-05-29,1,8.0,Churchill Downs,1,Jungle Warfare,Rosario J,5-2,0.2,0.57,0.21,0.16,0.53,86,85,Sadler John W,0.16,0.19,0.23,0.2,0.24,86.0,73.0,74.0,80.0,74.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,1,Jungle Warfare,Rosario J,5-2,0.2,0.57,0.21,0.16,0.53,86,85,Sadler John W,0.16,0.19,0.23,0.2,0.24,86.0,73.0,74.0,80.0,74.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,1A,Shivermetimbers,Santana R Jr,5-2,0.16,0.37,0.19,0.18,0.47,91,87,Asmussen Steven M,0.18,0.2,0.18,0.2,,998.0,83.0,0.0,86.0,80.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,1A,Shivermetimbers,Santana R Jr,5-2,0.16,0.37,0.19,0.18,0.47,91,87,Asmussen Steven M,0.18,0.2,0.18,0.2,,998.0,83.0,0.0,86.0,80.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,2,Ebben,Lanerie C J,12-1,0.13,0.35,0.14,0.15,0.32,81,0,Margolis Steve,0.22,0.07,0.15,0.23,,81.0,68.0,74.0,63.0,80.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,2,Ebben,Lanerie C J,12-1,0.13,0.35,0.14,0.15,0.32,81,0,Margolis Steve,0.22,0.07,0.15,0.23,,81.0,68.0,74.0,63.0,80.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,3,Curlin Rules,Baze T C,7-2,0.15,0.38,0.1,0.16,0.53,98,95,Sadler John W,0.24,0.16,0.19,0.23,0.2,87.0,83.0,79.0,64.0,87.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,3,Curlin Rules,Baze T C,7-2,0.15,0.38,0.1,0.16,0.53,98,95,Sadler John W,0.24,0.16,0.19,0.23,0.2,87.0,83.0,79.0,64.0,87.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,4,Lusitano,Garcia M,12-1,0.2,0.36,0.19,0.16,0.45,79,84,Sharp Joe,0.08,0.15,0.16,0.12,0.18,82.0,79.0,75.0,76.0,72.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,4,Lusitano,Garcia M,12-1,0.2,0.36,0.19,0.16,0.45,79,84,Sharp Joe,0.08,0.15,0.16,0.12,0.18,82.0,79.0,75.0,76.0,72.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,5,Super Dude,Ortiz J L,8-1,0.13,0.4,0.16,0.2,0.48,92,84,Maker Michael J,0.16,0.19,0.17,0.22,,81.0,84.0,82.0,82.0,72.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,5,Super Dude,Ortiz J L,8-1,0.13,0.4,0.16,0.2,0.48,92,84,Maker Michael J,0.16,0.19,0.17,0.22,,81.0,84.0,82.0,82.0,72.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,6,Fort Peck,Geroux F,3-1,0.17,0.28,0.18,0.18,0.41,87,74,Abbott Francis III,0.43,0.06,0.12,0.13,0.23,87.0,87.0,80.0,74.0,80.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,6,Fort Peck,Geroux F,3-1,0.17,0.28,0.18,0.18,0.41,87,74,Abbott Francis III,0.43,0.06,0.12,0.13,0.23,87.0,87.0,80.0,74.0,80.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,7,Heavy Roller,Velazquez J R,3-1,0.2,0.4,0.18,0.38,0.73,92,85,Atras Rob,0.14,0.26,0.2,0.27,,79.0,86.0,86.0,58.0,88.0,cd,1,jungle warfare,5/2,2,6.6
CD,2020-05-29,1,8.0,Churchill Downs,7,Heavy Roller,Velazquez J R,3-1,0.2,0.4,0.18,0.38,0.73,92,85,Atras Rob,0.14,0.26,0.2,0.27,,79.0,86.0,86.0,58.0,88.0,cd,1,shivermetimbers,5/2,2,6.6
CD,2020-05-29,3,16.0,Churchill Downs,1,Old Timer's Day,De La Cruz F,6-1,0.0,0.0,0.08,0.0,0.38,67,0,Stinson William Jr,0.0,0.17,0.14,0.16,,67.0,52.0,57.0,63.0,67.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,2,Red Blue and True,Court J K,50-1,0.07,0.21,0.02,0.0,0.0,67,59,Duvall William E,0.0,0.0,0.0,0.0,,30.0,45.0,33.0,48.0,52.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,3,Proven Warrior,Prescott R,8-1,0.0,0.14,0.08,0.11,0.34,97,76,Hammond Kim,0.05,0.19,0.18,0.21,,63.0,46.0,53.0,53.0,58.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,4,Homeview,Hernandez C J,15-1,0.14,0.29,0.15,0.0,0.0,66,0,,,,,,,54.0,56.0,62.0,63.0,59.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,5,Flight Time,Santana R Jr,3-1,0.16,0.37,0.19,0.18,0.47,67,78,Asmussen Steven M,0.18,0.21,0.2,0.2,0.2,67.0,50.0,62.0,35.0,54.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,6,Fridaynitestar,Pedroza M,15-1,0.0,0.0,0.09,0.0,0.0,81,68,Cundiff Waylon,0.0,0.06,0.0,0.13,,48.0,58.0,46.0,30.0,71.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,7,Can't Say No,Emigh C A,10-1,0.0,0.0,0.33,0.36,0.55,79,0,Vanden Berg Brittany A,0.43,0.4,0.26,0.24,0.26,58.0,42.0,68.0,60.0,31.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,8,Lil Mateo,Franklin M,7-2,0.0,0.17,0.11,0.12,0.35,71,78,Drury Thomas Jr,0.29,0.38,0.24,0.25,0.26,50.0,37.0,63.0,78.0,68.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,9,Guska Mon Shoes,Mena M,4-1,0.09,0.22,0.11,0.07,0.25,89,52,Morse Randy L,0.07,0.07,0.06,,,65.0,58.0,57.0,67.0,61.0,cd,4,homeview,15,14,30.6
CD,2020-05-29,3,16.0,Churchill Downs,10,Most Mischief,Talamo J,15-1,0.02,0.24,0.15,0.13,0.28,73,67,Lauer Michael E,0.1,0.11,0.12,0.09,,40.0,34.0,57.0,70.0,50.0,cd,4,homeview,15,14,30.6
