tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-06-18,2,14.0,Churchill Downs,1,Perfect Beam,Murrill M,30-1,0.09,0.19,0.14,0.04,0.19,69,71,Bradley William,0.11,0.08,0.08,0.09,0.06,64.0,39.0,71.0,66.0,69.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,2,Sun Lover,Hernandez B J Jr,12-1,0.1,0.39,0.18,0.2,0.4,72,87,Murphy Conor,0.11,0.08,0.1,0.07,,76.0,61.0,77.0,77.0,79.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,2,Sun Lover,Hernandez B J Jr,12-1,0.1,0.39,0.18,0.2,0.4,72,87,Murphy Conor,0.11,0.08,0.1,0.07,,76.0,61.0,77.0,77.0,79.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,3,Frankincense,Graham J,15-1,0.14,0.32,0.16,0.2,0.4,0,82,Murphy Conor,0.15,0.14,0.08,0.1,0.07,63.0,76.0,18.0,67.0,82.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,3,Frankincense,Graham J,15-1,0.14,0.32,0.16,0.2,0.4,0,82,Murphy Conor,0.15,0.14,0.08,0.1,0.07,63.0,76.0,18.0,67.0,82.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,4,War Film,Santana R Jr,8-5,0.16,0.38,0.19,0.17,0.47,0,89,Asmussen Steven M,0.22,0.16,0.18,0.2,,84.0,80.0,66.0,89.0,79.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,4,War Film,Santana R Jr,8-5,0.16,0.38,0.19,0.17,0.47,0,89,Asmussen Steven M,0.22,0.16,0.18,0.2,,84.0,80.0,66.0,89.0,79.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,5,Light of the World,Rocco J S Jr,20-1,0.11,0.15,0.1,0.0,0.0,80,65,Rouck Martin L,0.33,0.0,0.17,,,76.0,60.0,48.0,79.0,72.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,5,Light of the World,Rocco J S Jr,20-1,0.11,0.15,0.1,0.0,0.0,80,65,Rouck Martin L,0.33,0.0,0.17,,,76.0,60.0,48.0,79.0,72.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,6,Cashanova,Geroux F,5-2,0.16,0.33,0.18,0.25,0.55,69,82,Cox Brad H,0.24,0.26,0.28,,,82.0,71.0,85.0,80.0,79.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,6,Cashanova,Geroux F,5-2,0.16,0.33,0.18,0.25,0.55,69,82,Cox Brad H,0.24,0.26,0.28,,,82.0,71.0,85.0,80.0,79.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,7,Believeinholidays,Mena M,12-1,0.09,0.24,0.1,0.0,0.44,73,78,Habeeb Donald J,0.0,0.13,0.12,0.13,,77.0,76.0,71.0,75.0,66.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,7,Believeinholidays,Mena M,12-1,0.09,0.24,0.1,0.0,0.44,73,78,Habeeb Donald J,0.0,0.13,0.12,0.13,,77.0,76.0,71.0,75.0,66.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,8,Jumper,Hernandez C J,6-1,0.1,0.38,0.15,0.2,0.45,48,76,Drury Thomas Jr,0.29,0.17,0.14,0.22,0.25,48.0,76.0,74.0,74.0,74.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,8,Jumper,Hernandez C J,6-1,0.1,0.38,0.15,0.2,0.45,48,76,Drury Thomas Jr,0.29,0.17,0.14,0.22,0.25,48.0,76.0,74.0,74.0,74.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,9,Briar Jumper,Bridgmohan S X,20-1,0.14,0.32,0.2,0.0,0.18,29,76,Crowder Michael,0.0,0.0,0.0,0.0,,75.0,62.0,75.0,64.0,69.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,9,Briar Jumper,Bridgmohan S X,20-1,0.14,0.32,0.2,0.0,0.18,29,76,Crowder Michael,0.0,0.0,0.0,0.0,,75.0,62.0,75.0,64.0,69.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,10,Shining Through,Bejarano R,5-1,0.12,0.25,0.11,0.12,0.35,64,83,Hollendorfer Jerry,0.13,0.14,0.15,0.16,0.14,64.0,53.0,79.0,78.0,83.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,10,Shining Through,Bejarano R,5-1,0.12,0.25,0.11,0.12,0.35,64,83,Hollendorfer Jerry,0.13,0.14,0.15,0.16,0.14,64.0,53.0,79.0,78.0,83.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,11,Big Beautiful Wall,Leparoux J R,5-1,0.11,0.28,0.11,0.05,0.43,0,84,McGee Paul J,0.06,0.1,0.14,0.18,,84.0,70.0,67.0,74.0,82.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,11,Big Beautiful Wall,Leparoux J R,5-1,0.11,0.28,0.11,0.05,0.43,0,84,McGee Paul J,0.06,0.1,0.14,0.18,,84.0,70.0,67.0,74.0,82.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,12,One Last Strike,Mena M,15-1,0.09,0.24,0.1,0.08,0.26,72,82,Morse Randy L,0.05,0.06,0.05,0.07,0.07,71.0,72.0,57.0,76.0,76.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,12,One Last Strike,Mena M,15-1,0.09,0.24,0.1,0.08,0.26,72,82,Morse Randy L,0.05,0.06,0.05,0.07,0.07,71.0,72.0,57.0,76.0,76.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,13,Candy Store,Graham J,5-2,0.14,0.32,0.16,0.22,0.56,87,72,Amoss Thomas,0.21,0.23,0.18,0.22,,65.0,62.0,80.0,68.0,80.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,13,Candy Store,Graham J,5-2,0.14,0.32,0.16,0.22,0.56,87,72,Amoss Thomas,0.21,0.23,0.18,0.22,,65.0,62.0,80.0,68.0,80.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,2,14.0,Churchill Downs,14,Johny's Bobby,Saez G,4-1,0.11,0.3,0.13,0.21,0.42,76,62,Bauer Philip A,0.25,0.16,0.18,0.21,,62.0,61.0,76.0,65.0,65.0,cd,6,cashanova,5/2,5/2,7.0
CD,2020-06-18,2,14.0,Churchill Downs,14,Johny's Bobby,Saez G,4-1,0.11,0.3,0.13,0.21,0.42,76,62,Bauer Philip A,0.25,0.16,0.18,0.21,,62.0,61.0,76.0,65.0,65.0,bel,5,invest,8/5,3/5,3.3
CD,2020-06-18,3,12.0,Churchill Downs,4,Mesange,Santana R Jr,10-1,0.16,0.38,0.19,0.05,0.32,50,39,Matthews Randy,0.12,0.06,0.14,0.15,0.15,44.0,48.0,38.0,43.0,22.0,cd,9,formula,3,7/2,9.0
CD,2020-06-18,3,12.0,Churchill Downs,4,Mesange,Santana R Jr,10-1,0.16,0.38,0.19,0.05,0.32,50,39,Matthews Randy,0.12,0.06,0.14,0.15,0.15,44.0,48.0,38.0,43.0,22.0,bel,6,make mischief,2,1,4.1
CD,2020-06-18,3,12.0,Churchill Downs,5,It's All Cash,Graham J,10-1,0.14,0.32,0.16,0.12,0.35,41,0,Hollendorfer Jerry,0.11,0.14,0.17,0.16,0.21,38.0,40.0,41.0,49.0,39.0,cd,9,formula,3,7/2,9.0
CD,2020-06-18,3,12.0,Churchill Downs,5,It's All Cash,Graham J,10-1,0.14,0.32,0.16,0.12,0.35,41,0,Hollendorfer Jerry,0.11,0.14,0.17,0.16,0.21,38.0,40.0,41.0,49.0,39.0,bel,6,make mischief,2,1,4.1
CD,2020-06-18,3,12.0,Churchill Downs,8,Lynne T,Carroll D,30-1,0.0,0.24,0.11,0.1,0.2,26,44,Ruiz Edward R,0.1,0.06,0.12,0.11,,998.0,26.0,1.0,998.0,26.0,cd,9,formula,3,7/2,9.0
CD,2020-06-18,3,12.0,Churchill Downs,8,Lynne T,Carroll D,30-1,0.0,0.24,0.11,0.1,0.2,26,44,Ruiz Edward R,0.1,0.06,0.12,0.11,,998.0,26.0,1.0,998.0,26.0,bel,6,make mischief,2,1,4.1
CD,2020-06-18,3,12.0,Churchill Downs,10,Lavalier,Hernandez C J,15-1,0.1,0.38,0.15,0.14,0.37,40,42,Glyshaw Tim,0.14,0.12,0.09,,,37.0,38.0,42.0,40.0,30.0,cd,9,formula,3,7/2,9.0
CD,2020-06-18,3,12.0,Churchill Downs,10,Lavalier,Hernandez C J,15-1,0.1,0.38,0.15,0.14,0.37,40,42,Glyshaw Tim,0.14,0.12,0.09,,,37.0,38.0,42.0,40.0,30.0,bel,6,make mischief,2,1,4.1
CD,2020-06-18,5,10.0,Churchill Downs,1,Queenofcatniphill,Bridgmohan S X,5-1,0.14,0.32,0.2,0.26,0.54,57,57,Shirer Matt A,0.26,0.25,0.2,0.27,0.21,998.0,34.0,57.0,63.0,57.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,1,Queenofcatniphill,Bridgmohan S X,5-1,0.14,0.32,0.2,0.26,0.54,57,57,Shirer Matt A,0.26,0.25,0.2,0.27,0.21,998.0,34.0,57.0,63.0,57.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,2,Dixie Moll,Santana R Jr,30-1,0.16,0.38,0.19,0.14,0.29,43,54,Pincins Robert J,0.25,0.12,0.15,0.08,,43.0,43.0,25.0,24.0,38.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,2,Dixie Moll,Santana R Jr,30-1,0.16,0.38,0.19,0.14,0.29,43,54,Pincins Robert J,0.25,0.12,0.15,0.08,,43.0,43.0,25.0,24.0,38.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,3,Fashion Frame,Murrill M,5-2,0.09,0.19,0.14,0.09,0.29,65,0,Correas Ignacio IV,0.05,0.08,0.15,0.09,0.15,65.0,51.0,0.0,32.0,24.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,3,Fashion Frame,Murrill M,5-2,0.09,0.19,0.14,0.09,0.29,65,0,Correas Ignacio IV,0.05,0.08,0.15,0.09,0.15,65.0,51.0,0.0,32.0,24.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,4,Abounding,Hernandez C J,20-1,0.1,0.38,0.15,0.2,0.33,33,0,Hancock John A,0.07,0.13,0.0,0.04,0.14,33.0,30.0,48.0,13.0,19.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,4,Abounding,Hernandez C J,20-1,0.1,0.38,0.15,0.2,0.33,33,0,Hancock John A,0.07,0.13,0.0,0.04,0.14,33.0,30.0,48.0,13.0,19.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,5,Double Oaked,Beschizza A,12-1,0.05,0.28,0.13,0.15,0.3,57,68,Montano Angel,0.22,0.1,0.1,0.1,,52.0,34.0,55.0,57.0,58.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,5,Double Oaked,Beschizza A,12-1,0.05,0.28,0.13,0.15,0.3,57,68,Montano Angel,0.22,0.1,0.1,0.1,,52.0,34.0,55.0,57.0,58.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,6,China Cat,Mena M,3-1,0.09,0.24,0.1,0.08,0.26,65,0,Morse Randy L,0.07,0.07,0.07,,,55.0,59.0,48.0,42.0,65.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,6,China Cat,Mena M,3-1,0.09,0.24,0.1,0.08,0.26,65,0,Morse Randy L,0.07,0.07,0.07,,,55.0,59.0,48.0,42.0,65.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,7,Mi Bella,Hernandez B J Jr,8-1,0.1,0.39,0.18,0.14,0.4,59,0,Hartman Chris A,0.09,0.15,0.16,0.16,,50.0,39.0,59.0,51.0,51.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,7,Mi Bella,Hernandez B J Jr,8-1,0.1,0.39,0.18,0.14,0.4,59,0,Hartman Chris A,0.09,0.15,0.16,0.16,,50.0,39.0,59.0,51.0,51.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,8,I Saw Her First,Cannon D,8-1,0.03,0.14,0.08,0.16,0.39,56,56,Watkins James M,0.13,0.16,0.13,0.17,,56.0,38.0,998.0,53.0,31.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,8,I Saw Her First,Cannon D,8-1,0.03,0.14,0.08,0.16,0.39,56,56,Watkins James M,0.13,0.16,0.13,0.17,,56.0,38.0,998.0,53.0,31.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,9,Lil' Shopper,Carroll D,12-1,0.0,0.24,0.11,0.1,0.2,41,0,Ruiz Edward R,0.1,0.0,0.06,0.12,0.0,45.0,34.0,41.0,41.0,37.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,9,Lil' Shopper,Carroll D,12-1,0.0,0.24,0.11,0.1,0.2,41,0,Ruiz Edward R,0.1,0.0,0.06,0.12,0.0,45.0,34.0,41.0,41.0,37.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,5,10.0,Churchill Downs,10,Delachaise,Graham J,5-1,0.14,0.32,0.16,0.09,0.38,65,68,Flint Bernard S,0.0,0.19,0.2,0.17,0.14,49.0,67.0,68.0,61.0,65.0,cd,6,china cat,3,2,6.8
CD,2020-06-18,5,10.0,Churchill Downs,10,Delachaise,Graham J,5-1,0.14,0.32,0.16,0.09,0.38,65,68,Flint Bernard S,0.0,0.19,0.2,0.17,0.14,49.0,67.0,68.0,61.0,65.0,bel,9,shiraz,2,9/5,5.6
CD,2020-06-18,6,12.0,Churchill Downs,2,Angelus Warrior,Gaffalione T,6-1,0.22,0.54,0.18,0.19,0.47,0,74,Maker Michael J,0.19,0.16,0.17,0.13,,73.0,74.0,70.0,61.0,50.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,2,Angelus Warrior,Gaffalione T,6-1,0.22,0.54,0.18,0.19,0.47,0,74,Maker Michael J,0.19,0.16,0.17,0.13,,73.0,74.0,70.0,61.0,50.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,3,Mister Not Funny,Murrill M,20-1,0.09,0.19,0.14,0.1,0.31,65,61,Block Chris M,0.09,0.13,0.11,0.13,0.24,61.0,55.0,65.0,41.0,52.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,3,Mister Not Funny,Murrill M,20-1,0.09,0.19,0.14,0.1,0.31,65,61,Block Chris M,0.09,0.13,0.11,0.13,0.24,61.0,55.0,65.0,41.0,52.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,5,Letmeno,Leparoux J R,5-1,0.11,0.28,0.11,0.12,0.35,80,81,Wilkes Ian R,0.13,0.14,0.15,,,65.0,81.0,64.0,80.0,78.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,5,Letmeno,Leparoux J R,5-1,0.11,0.28,0.11,0.12,0.35,80,81,Wilkes Ian R,0.13,0.14,0.15,,,65.0,81.0,64.0,80.0,78.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,6,Social Afleet,Hernandez B J Jr,15-1,0.1,0.39,0.18,0.11,0.38,71,52,Stewart Dallas,0.09,0.08,0.14,0.13,0.12,69.0,71.0,55.0,55.0,52.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,6,Social Afleet,Hernandez B J Jr,15-1,0.1,0.39,0.18,0.11,0.38,71,52,Stewart Dallas,0.09,0.08,0.14,0.13,0.12,69.0,71.0,55.0,55.0,52.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,1,Flap Jack,Bejarano R,6-1,0.12,0.25,0.11,0.13,0.41,81,59,Sisterson Jack,0.07,0.1,0.14,0.13,,71.0,38.0,81.0,71.0,59.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,1,Flap Jack,Bejarano R,6-1,0.12,0.25,0.11,0.13,0.41,81,59,Sisterson Jack,0.07,0.1,0.14,0.13,,71.0,38.0,81.0,71.0,59.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,9,Mr. Quality,Baze T C,8-1,0.05,0.28,0.09,0.14,0.37,79,53,Glyshaw Tim,0.05,0.07,0.12,0.1,,79.0,76.0,53.0,58.0,43.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,9,Mr. Quality,Baze T C,8-1,0.05,0.28,0.09,0.14,0.37,79,53,Glyshaw Tim,0.05,0.07,0.12,0.1,,79.0,76.0,53.0,58.0,43.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,10,Shackleford's Joy,Talamo J,4-1,0.05,0.3,0.14,0.1,0.35,76,80,Lukas D Wayne,0.05,0.04,0.07,0.06,,80.0,64.0,69.0,55.0,76.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,10,Shackleford's Joy,Talamo J,4-1,0.05,0.3,0.14,0.1,0.35,76,80,Lukas D Wayne,0.05,0.04,0.07,0.06,,80.0,64.0,69.0,55.0,76.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,11,Strong Tide,Bridgmohan S X,15-1,0.14,0.32,0.2,0.11,0.29,76,70,Lauer Michael E,0.1,0.09,0.09,0.1,,70.0,76.0,65.0,65.0,47.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,11,Strong Tide,Bridgmohan S X,15-1,0.14,0.32,0.2,0.11,0.29,76,70,Lauer Michael E,0.1,0.09,0.09,0.1,,70.0,76.0,65.0,65.0,47.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,6,12.0,Churchill Downs,1A,Bee Catcher,Bejarano R,6-1,0.12,0.25,0.11,0.18,0.36,43,74,Motion H Graham,0.18,0.19,0.2,0.21,,74.0,68.0,72.0,57.0,63.0,cd,2,angelus warrior,6,9/5,5.8
CD,2020-06-18,6,12.0,Churchill Downs,1A,Bee Catcher,Bejarano R,6-1,0.12,0.25,0.11,0.18,0.36,43,74,Motion H Graham,0.18,0.19,0.2,0.21,,74.0,68.0,72.0,57.0,63.0,bel,3,quid,9/2,5,12.6
CD,2020-06-18,7,10.0,Churchill Downs,1,Jamming Cameron,Diaz C A,30-1,0.0,0.13,0.04,0.11,0.3,63,34,Short Thomas,0.13,0.1,0.17,,,56.0,31.0,63.0,37.0,47.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,1,Jamming Cameron,Diaz C A,30-1,0.0,0.13,0.04,0.11,0.3,63,34,Short Thomas,0.13,0.1,0.17,,,56.0,31.0,63.0,37.0,47.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,2,Our Philly Special,Murrill M,12-1,0.09,0.19,0.14,0.19,0.48,76,67,Stidham Michael,0.1,0.18,0.21,0.24,,69.0,56.0,48.0,67.0,70.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,2,Our Philly Special,Murrill M,12-1,0.09,0.19,0.14,0.19,0.48,76,67,Stidham Michael,0.1,0.18,0.21,0.24,,69.0,56.0,48.0,67.0,70.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,3,Botero,Santana R Jr,9-2,0.16,0.38,0.19,0.14,0.4,75,0,Hartman Chris A,0.03,0.15,0.13,0.16,,72.0,73.0,73.0,65.0,60.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,3,Botero,Santana R Jr,9-2,0.16,0.38,0.19,0.14,0.4,75,0,Hartman Chris A,0.03,0.15,0.13,0.16,,72.0,73.0,73.0,65.0,60.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,4,Self Taught,Gaffalione T,7-2,0.22,0.54,0.18,0.15,0.4,68,62,Stall Albert M Jr,0.19,0.15,0.23,0.14,0.21,62.0,58.0,37.0,68.0,65.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,4,Self Taught,Gaffalione T,7-2,0.22,0.54,0.18,0.15,0.4,68,62,Stall Albert M Jr,0.19,0.15,0.23,0.14,0.21,62.0,58.0,37.0,68.0,65.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,5,Johnny Cab,Hernandez B J Jr,3-1,0.1,0.39,0.18,0.15,0.44,76,31,Sharp Joe,0.18,0.13,0.16,0.19,0.17,69.0,57.0,66.0,68.0,45.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,5,Johnny Cab,Hernandez B J Jr,3-1,0.1,0.39,0.18,0.15,0.44,76,31,Sharp Joe,0.18,0.13,0.16,0.19,0.17,69.0,57.0,66.0,68.0,45.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,6,Creme de Cerise,Achard A,10-1,0.0,0.21,0.07,0.0,0.0,81,68,Cameron Monique,0.11,0.12,0.0,,,62.0,65.0,81.0,75.0,69.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,6,Creme de Cerise,Achard A,10-1,0.0,0.21,0.07,0.0,0.0,81,68,Cameron Monique,0.11,0.12,0.0,,,62.0,65.0,81.0,75.0,69.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,8,Mine My Time,Saez G,12-1,0.11,0.3,0.13,0.22,0.41,77,67,Foley Gregory D,0.15,0.17,0.17,0.17,,69.0,67.0,71.0,65.0,67.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,8,Mine My Time,Saez G,12-1,0.11,0.3,0.13,0.22,0.41,77,67,Foley Gregory D,0.15,0.17,0.17,0.17,,69.0,67.0,71.0,65.0,67.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,9,His Giant,Talamo J,6-1,0.05,0.3,0.14,0.0,0.07,78,0,Barnett Bobby C,0.0,0.0,0.1,0.13,0.04,69.0,74.0,72.0,68.0,69.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,9,His Giant,Talamo J,6-1,0.05,0.3,0.14,0.0,0.07,78,0,Barnett Bobby C,0.0,0.0,0.1,0.13,0.04,69.0,74.0,72.0,68.0,69.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,7,10.0,Churchill Downs,10,I'm Busy,Lanerie C J,4-1,0.12,0.38,0.13,0.23,0.58,82,0,Forster Grant T,0.13,0.16,0.15,0.16,,68.0,64.0,82.0,79.0,55.0,cd,10,i'm busy,4,9/5,5.6
CD,2020-06-18,7,10.0,Churchill Downs,10,I'm Busy,Lanerie C J,4-1,0.12,0.38,0.13,0.23,0.58,82,0,Forster Grant T,0.13,0.16,0.15,0.16,,68.0,64.0,82.0,79.0,55.0,bel,1,its all relevant,9/5,7/5,4.8
CD,2020-06-18,8,7.0,Churchill Downs,1,Get the Prize,Hernandez C J,8-5,0.1,0.38,0.15,0.15,0.4,87,0,Stall Albert M Jr,0.27,0.18,0.19,0.2,,77.0,81.0,85.0,86.0,85.0,cd,3,tank commander,4,5/2,7.6
CD,2020-06-18,8,7.0,Churchill Downs,1,Get the Prize,Hernandez C J,8-5,0.1,0.38,0.15,0.15,0.4,87,0,Stall Albert M Jr,0.27,0.18,0.19,0.2,,77.0,81.0,85.0,86.0,85.0,bel,4,barrel of destiny,6,5,13.8
CD,2020-06-18,8,7.0,Churchill Downs,5,Wild Popit,Lanerie C J,4-1,0.12,0.38,0.13,0.08,0.26,83,0,Morse Randy L,0.03,0.06,0.07,0.07,0.11,74.0,79.0,83.0,83.0,74.0,cd,3,tank commander,4,5/2,7.6
CD,2020-06-18,8,7.0,Churchill Downs,5,Wild Popit,Lanerie C J,4-1,0.12,0.38,0.13,0.08,0.26,83,0,Morse Randy L,0.03,0.06,0.07,0.07,0.11,74.0,79.0,83.0,83.0,74.0,bel,4,barrel of destiny,6,5,13.8
CD,2020-06-18,9,13.0,Churchill Downs,1,Vanbrugh,Geroux F,3-1,0.16,0.33,0.18,0.25,0.55,0,0,Cox Brad H,0.5,0.25,0.17,0.45,0.22,87.0,102.0,82.0,94.0,106.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,1,Vanbrugh,Geroux F,3-1,0.16,0.33,0.18,0.25,0.55,0,0,Cox Brad H,0.5,0.25,0.17,0.45,0.22,87.0,102.0,82.0,94.0,106.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,2,Dontblamerocket,Leparoux J R,5-2,0.11,0.28,0.11,0.1,0.43,0,98,Casse Norm W,0.19,0.07,0.12,0.04,,98.0,89.0,98.0,90.0,93.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,2,Dontblamerocket,Leparoux J R,5-2,0.11,0.28,0.11,0.1,0.43,0,98,Casse Norm W,0.19,0.07,0.12,0.04,,98.0,89.0,98.0,90.0,93.0,bel,2,ratajkowski,1,6/5,4.7
CD,2020-06-18,9,13.0,Churchill Downs,4,Flying Scotsman,Bejarano R,15-1,0.12,0.25,0.11,0.13,0.41,68,91,Sisterson Jack,0.07,0.07,0.0,0.1,0.14,68.0,52.0,86.0,81.0,80.0,cd,3,ivar (brz),15,14,30.8
CD,2020-06-18,9,13.0,Churchill Downs,4,Flying Scotsman,Bejarano R,15-1,0.12,0.25,0.11,0.13,0.41,68,91,Sisterson Jack,0.07,0.07,0.0,0.1,0.14,68.0,52.0,86.0,81.0,80.0,bel,2,ratajkowski,1,6/5,4.7
