,tvgtrackcode,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,horsename,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,bettinginterestnumber_y,morninglineodds,currentodds,winpayout,Winner?
965,cd,6/7/20,4,13,Churchill Downs,8,gray nay,Orm C,20-1,0.13,0.25,0.07,0,0,43,0,Semkin Sam,0,0,0,0,0,43,38,,,,,,,0,0
966,cd,6/7/20,4,13,Churchill Downs,9,andiama,Bejarano R,2-Jul,0.12,0.22,0.1,0.12,0.41,0,61,DeVaux Cherie,0.14,0.17,0.17,0.07,0.08,51,61,59,60,,,,,0,0
967,cd,6/7/20,4,13,Churchill Downs,10,garden affair,Lanerie C J,2-Jul,0.12,0.36,0.14,0.14,0.42,71,55,Hartman Chris A,0.07,0.09,0.16,0.11,,55,71,41,55,65,,,,0,0
968,cd,6/7/20,4,13,Churchill Downs,11,light in the dark,Cannon D,1-Oct,0,0.11,0.08,0.06,0.22,0,0,McKeever Andrew,0.14,0.13,0,0.1,0.04,,,,,,,,,0,0
969,cd,6/7/20,4,13,Churchill Downs,12,kitten's romance,Gaffalione T,1-Apr,0.17,0.51,0.18,0.25,0.62,0,0,Ward Wesley A,0.28,0.18,0,0.19,0.17,,,,,,,,,0,0
970,cd,6/7/20,4,13,Churchill Downs,13,bless em,Hernandez B J Jr,1-Apr,0.1,0.42,0.18,0.11,0.35,52,0,Drury Thomas Jr,0.24,0.09,0.17,0.14,0.2,52,3,,,,,,,0,0
971,cd,6/7/20,5,10,Churchill Downs,1,celerity,Borel C H,30-1,0,0,0.11,0,0,77,78,Cundiff Waylon,0,0.05,0.2,0,,62,30,60,77,71,,,,0,0
972,cd,6/7/20,5,10,Churchill Downs,2,chop chop charlie,Talamo J,1-Jun,0.01,0.24,0.14,1,1,75,68,Scherer Marianne,1,1,1,,,75,18,75,75,63,,,,0,0
973,cd,6/7/20,5,10,Churchill Downs,3,ernie banks,McKee J,1-Dec,0.11,0.21,0.12,0,0,93,48,Brothers Donald W,0.14,0.25,,,,67,60,45,93,75,,,,0,0
974,cd,6/7/20,5,10,Churchill Downs,4,exemplar,Leparoux J R,1-Jun,0.1,0.27,0.11,0.04,0.14,89,79,Vance David R,0.11,0.13,0.13,0.03,,77,77,77,66,78,,,,0,0
975,cd,6/7/20,5,10,Churchill Downs,5,river echo,Esquivel E,1-May,0,1,0.13,0.18,0.46,95,85,Contreras Cipriano,0.17,0.22,0.19,0.13,,79,71,76,80,91,,,,5.6,1
976,cd,6/7/20,5,10,Churchill Downs,6,take charge d'oro,Lanerie C J,1-Apr,0.12,0.36,0.14,0.14,0.42,79,65,Hartman Chris A,0.09,0.15,0.15,0.16,0.1,79,72,74,62,67,,,,0,0
977,cd,6/7/20,5,10,Churchill Downs,7,i will stand,Hernandez C J,1-Oct,0.14,0.43,0.15,0.12,0.38,82,60,Ortiz John A,0.15,0.13,0.15,,,75,72,67,85,77,,,,0,0
978,cd,6/7/20,5,10,Churchill Downs,8,strut the ring,Bridgmohan S X,1-Aug,0.13,0.33,0.21,0.24,0.52,78,83,Shirer Matt A,0.24,0.26,0.22,0.22,,76,83,9,78,73,,,,0,0
979,cd,6/7/20,5,10,Churchill Downs,9,ruler of the nile,Santana R Jr,2-May,0.15,0.36,0.19,0.12,0.28,89,0,Lauer Michael E,0.08,0.06,0.13,0.11,0.08,83,86,75,84,85,,,,0,0
980,cd,6/7/20,5,10,Churchill Downs,10,solomonic,Gaffalione T,15-1,0.17,0.51,0.18,0.08,0.35,85,66,Shorter Aaron,0.19,0.2,0.16,0.33,,66,79,64,51,79,,,,0,0
981,cd,6/7/20,6,7,Churchill Downs,1,free enterprise,Gaffalione T,5-Jul,0.17,0.51,0.18,0.24,0.6,101,0,Brown Chad C,0.26,0.17,0.27,0.25,0.21,81,96,101,91,89,,,,0,0
982,cd,6/7/20,6,7,Churchill Downs,2,horse doctor,Cannon D,1-Oct,0,0.11,0.08,0.13,0.4,84,77,Sisterson Jack,0.16,0.05,0.18,0.16,0.13,84,70,77,77,80,,,,0,0
983,cd,6/7/20,6,7,Churchill Downs,3,nifty,Bejarano R,1-Aug,0.12,0.22,0.1,0.11,0.42,90,0,Jones J Larry,0.18,0.17,0.17,0.25,,83,84,77,90,82,3,8,2-May,7.4,1
984,cd,6/7/20,6,7,Churchill Downs,4,chaps,Lanerie C J,1-Oct,0.12,0.36,0.14,0.17,0.45,77,87,Kenneally Eddie,0.17,0.1,0.15,0.17,0.19,82,87,86,77,65,,,,0,0
985,cd,6/7/20,6,7,Churchill Downs,5,much better,Santana R Jr,2-Jul,0.15,0.36,0.19,0.17,0.46,95,80,Asmussen Steven M,0.19,0.18,0.13,0.2,0.2,47,85,88,52,95,,,,0,0
986,cd,6/7/20,6,7,Churchill Downs,6,travelling midas,Hernandez B J Jr,2-May,0.1,0.42,0.18,0.08,0.28,92,0,Arnold George R II,0.13,0.2,0.13,0.17,0.21,92,92,66,71,80,,,,0,0
987,cd,6/7/20,6,7,Churchill Downs,7,prince pierce,Garcia M,1-Dec,0.13,0.34,0.18,0.15,0.29,90,77,Davis Christopher,0.15,0.14,0.18,0.16,,90,77,77,62,64,,,,0,0
988,cd,6/7/20,7,11,Churchill Downs,1,baby karats,Doyle S,50-1,0,0.13,0.08,0.09,0.32,56,0,Ennis John,0,0.1,0,0.25,0.14,56,45,54,,,,,,0,0
989,cd,6/7/20,7,11,Churchill Downs,2,kilbarry lady,Burke J,1-Jun,0,0,0.07,0.25,0.5,31,68,Murphy Conor,0.17,0,0.09,0,0.13,52,68,68,31,,,,,0,0
990,cd,6/7/20,7,11,Churchill Downs,3,shilah baby,Baze T C,1-Dec,0.07,0.3,0.1,0.1,0.35,82,69,DiVito James P,0.23,0.14,0.16,0.12,0.2,55,76,73,74,61,,,,0,0
991,cd,6/7/20,7,11,Churchill Downs,4,elle z,Leparoux J R,2-Sep,0.1,0.27,0.11,0.14,0.42,0,0,Hartman Chris A,0.04,0,0.07,0.15,0.09,64,,,,,,,,0,0
992,cd,6/7/20,7,11,Churchill Downs,5,bentley's dream,Jimenez A,1-Dec,0.04,0.3,0.2,0.12,0.34,54,80,Wilkes Ian R,0.1,0.13,0.13,0.15,,59,58,79,57,71,,,,0,0
993,cd,6/7/20,7,11,Churchill Downs,6,listen up,Hernandez B J Jr,1-Apr,0.1,0.42,0.18,0.24,0.6,31,75,Forster Grant T,0.14,0.07,0.09,0.15,0.16,75,75,33,31,57,,,,0,0
994,cd,6/7/20,7,11,Churchill Downs,7,kodikova,Lanerie C J,1-Oct,0.12,0.36,0.14,0.18,0.42,51,57,Walsh Brendan P,0.15,0.11,0.14,0.19,0.12,51,53,57,,,,,,0,0
995,cd,6/7/20,7,11,Churchill Downs,8,fashionable lady,Geroux F,1-Apr,0.16,0.34,0.18,0.14,0.38,0,65,Ewing Michael A,0,0.33,0,0.04,0.15,65,,,,,,,,0,0
996,cd,6/7/20,7,11,Churchill Downs,9,lead guitar,Gaffalione T,1-Mar,0.17,0.51,0.18,0.17,0.45,0,89,Kenneally Eddie,0.24,0.19,0.19,0.19,0.18,85,89,81,62,,9,3,5-Apr,3.8,1
997,cd,6/7/20,7,11,Churchill Downs,10,tulanian,Graham J,1-Dec,0.12,0.29,0.16,0.21,0.54,30,62,Amoss Thomas,0.23,0.18,0.18,0.25,0.24,7,63,62,49,61,,,,0,0
998,cd,6/7/20,7,11,Churchill Downs,11,headfirst,Borel C H,50-1,0,0,0.11,0,1,50,73,Jackson Christopher J,1,0,0,0,0,23,22,42,30,998,,,,0,0
999,cd,6/7/20,8,13,Churchill Downs,1,fugitive,Garcia M,1-May,0.13,0.34,0.18,0.19,0.48,75,0,Maker Michael J,0.19,0.18,0.13,,,75,47,68,67,,,,,0,0
1000,cd,6/7/20,8,13,Churchill Downs,2,belfast boy,Baze T C,2-Sep,0.07,0.3,0.1,0.09,0.26,77,0,Puhich Michael,0.11,0.12,0.22,,,77,76,49,,,,,,0,0
1001,cd,6/7/20,8,13,Churchill Downs,3,inis gluaire,Santana R Jr,1-Jun,0.15,0.36,0.19,0.17,0.46,63,0,Asmussen Steven M,0.23,0.19,0.2,0.2,0.22,63,,,,,,,,0,0
1002,cd,6/7/20,8,13,Churchill Downs,4,the feature,Murrill M,1-Jun,0.12,0.21,0.14,0.06,0.2,65,0,Williamson Brian,0.11,0.12,0.13,,,65,62,54,,,,,,0,0
1003,cd,6/7/20,8,13,Churchill Downs,5,willfred,Court J K,30-1,0.09,0.22,0.04,0.03,0.15,53,0,Fires William H,0,0.07,0.04,0.05,,53,51,,,,,,,0,0
1004,cd,6/7/20,8,13,Churchill Downs,6,trident hit,Lanerie C J,1-Dec,0.12,0.36,0.14,0.18,0.42,0,0,Walsh Brendan P,0.08,0.17,0.17,0.19,0.14,,,,,,6,12,40,84.8,1
1005,cd,6/7/20,8,13,Churchill Downs,7,dark web,Leparoux J R,1-May,0.1,0.27,0.11,0.12,0.34,77,49,Wilkes Ian R,0.14,0.13,0.1,,,67,75,77,49,68,,,,0,0
1006,cd,6/7/20,8,13,Churchill Downs,8,chasing anna,Hernandez B J Jr,1-May,0.1,0.42,0.18,0.14,0.35,70,0,McPeek Kenneth G,0.14,0.1,0.12,,,63,70,,,,,,,0,0
1007,cd,6/7/20,8,13,Churchill Downs,9,mine that star,Carroll D,20-1,0,0.31,0.12,0.13,0.4,59,0,Casse Mark,0.12,0.16,0.16,0.17,0.17,59,51,,,,,,,0,0
1008,cd,6/7/20,8,13,Churchill Downs,10,high cruise,Gaffalione T,1-Aug,0.17,0.51,0.18,0.13,0.4,0,0,Sisterson Jack,0.1,0.5,0.18,0.16,0.17,,,,,,,,,0,0
1009,cd,6/7/20,8,13,Churchill Downs,11,mulberry street,Talamo J,15-1,0.01,0.24,0.14,0.11,0.38,0,0,Vaccarezza Carlo,0.06,0.08,0.09,0.08,,,,,,,,,,0,0
1010,cd,6/7/20,8,13,Churchill Downs,12,bourbon trail,Geroux F,15-1,0.16,0.34,0.18,0.11,0.41,0,0,Brisset Rodolphe,0.11,0,0.18,0.13,0.15,,,,,,,,,0,0
1011,cd,6/7/20,8,13,Churchill Downs,13,full authority,Cannon D,1-Oct,0,0.11,0.08,0.03,0.15,72,0,Fires William H,0,0.07,0.04,0.05,,72,50,49,,,,,,0,0
1012,cd,6/7/20,9,10,Churchill Downs,1,roiland,Graham J,1-Aug,0.12,0.29,0.16,0.21,0.54,86,0,Amoss Thomas,0.14,0.23,0.18,0.24,,88,83,84,86,78,,,,0,0
1013,cd,6/7/20,9,10,Churchill Downs,2,lone sailor,Cohen D,1-Apr,0.21,0.28,0.15,0.21,0.54,97,0,Amoss Thomas,0.2,0.23,0.18,0.24,,88,81,89,90,82,,,,0,0
1014,cd,6/7/20,9,10,Churchill Downs,3,lenstar,Bejarano R,15-1,0.12,0.22,0.1,0.08,0.24,88,60,Zito Nicholas P,0.07,0.03,0.08,0.07,0.08,55,80,75,86,80,,,,0,0
1015,cd,6/7/20,9,10,Churchill Downs,4,flowers for lisa,Santana R Jr,1-Jun,0.15,0.36,0.19,0.12,0.33,98,54,Schettino Dominick A,0.16,0.22,0.17,0.12,0.17,35,98,93,64,78,,,,0,0
1016,cd,6/7/20,9,10,Churchill Downs,5,alkhaatam,Cannon D,1-Oct,0,0.11,0.08,0.14,0.43,88,87,Peitz Daniel C,0.29,0.11,0.12,0.2,,79,91,66,76,76,5,10,21,45.2,1
1017,cd,6/7/20,9,10,Churchill Downs,6,my sixth sense,Garcia M,1-May,0.13,0.34,0.18,0.3,0.57,94,70,Hobby Steve,0.15,0.17,0.18,0.19,,78,90,88,94,94,,,,0,0
1018,cd,6/7/20,9,10,Churchill Downs,7,rated r superstar,Esquivel E,1-Jun,0,1,0.13,0.18,0.46,97,89,Contreras Cipriano,0.17,0.22,0.19,0.23,0.13,92,90,90,89,82,,,,0,0
1019,cd,6/7/20,9,10,Churchill Downs,8,scars are cool,Gaffalione T,1-Jun,0.17,0.51,0.18,0.18,0.43,92,80,Hough Stanley M,0.3,0.22,0.17,0.24,0.16,90,81,90,80,90,,,,0,0
1020,cd,6/7/20,9,10,Churchill Downs,9,core beliefs,Talamo J,1-Jun,0.01,0.24,0.14,0,0.33,95,0,Hansen Scott,0,0,0,0.08,0,88,89,87,94,91,,,,0,0
1021,cd,6/7/20,9,10,Churchill Downs,10,bourbon resolution,Landeros C,1-Aug,0.09,0.22,0.07,0.12,0.34,96,91,Wilkes Ian R,0.1,0.13,0.14,0.14,0.15,86,83,91,90,96,,,,0,0
1022,cd,6/7/20,10,14,Churchill Downs,1,alfons walde,Graham J,2-Jul,0.12,0.29,0.16,0.25,0.5,0,80,Murphy Conor,0.09,0,0.09,0.1,0.13,80,80,68,51,53,,,,0,0
1023,cd,6/7/20,10,14,Churchill Downs,2,peddlers pride,Leparoux J R,2-Sep,0.1,0.27,0.11,0.14,0.4,61,71,Mott William I,0.22,0.26,0.1,0.16,0.13,52,71,44,61,,,,,0,0
1024,cd,6/7/20,10,14,Churchill Downs,3,tiz light the way,Morales E,1-Aug,0.08,0.33,0.1,0.11,0.36,36,66,Glyshaw Tim,0.07,0.12,0.1,,,62,66,36,,,,,,0,0
1025,cd,6/7/20,10,14,Churchill Downs,4,fiftyfive strong,Carroll D,1-Dec,0,0.31,0.12,0.12,0.41,0,54,DeVaux Cherie,0.14,0.09,0.07,0.08,0.22,54,,,,,,,,0,0
1026,cd,6/7/20,10,14,Churchill Downs,5,front man,Lanerie C J,1-Jun,0.12,0.36,0.14,0.14,0.43,57,0,Peitz Daniel C,0.14,0.2,0.17,0.13,0.12,47,57,57,73,37,5,6,15,32.6,1
1027,cd,6/7/20,10,14,Churchill Downs,6,pip's brassy boy,Bejarano R,20-1,0.12,0.22,0.1,0.08,0.17,0,0,McGaughey J Reeve,0,0.11,0,,,25,,,,,,,,0,0
1028,cd,6/7/20,10,14,Churchill Downs,7,a. k. safari,Hernandez B J Jr,1-Aug,0.1,0.42,0.18,0.04,0.21,54,75,Bradley William,0.08,0.08,0.08,0.09,0.08,26,54,70,68,73,,,,0,0
1029,cd,6/7/20,10,14,Churchill Downs,8,carmel bay,Garcia M,1-Jun,0.13,0.34,0.18,0.19,0.48,0,0,Maker Michael J,0.13,0.09,0.14,0.16,0.17,,,,,,,,,0,0
1030,cd,6/7/20,10,14,Churchill Downs,9,two by two,Landeros C,2-Sep,0.09,0.22,0.07,0.12,0.34,52,64,Wilkes Ian R,0.07,0.06,0.14,0.13,0.14,64,52,40,,,,,,0,0
1031,cd,6/7/20,10,14,Churchill Downs,10,ahsad,Cannon D,1-Dec,0,0.11,0.08,0.14,0.43,68,59,Peitz Daniel C,0.14,0.2,0.17,0.13,0.12,69,64,54,65,72,,,,0,0
1032,cd,6/7/20,10,14,Churchill Downs,11,cornbread kingdom,Talamo J,1-Jun,0.01,0.24,0.14,0.09,0.33,67,0,Romans Dale,0.12,0.03,0.1,0.13,0.08,60,50,67,65,,,,,0,0
1033,cd,6/7/20,10,14,Churchill Downs,12,fan favorite,Orm C,20-1,0.13,0.25,0.07,0,0,17,58,Semkin Sam,0,0,0,0,,45,43,58,54,17,,,,0,0
1034,cd,6/7/20,10,14,Churchill Downs,13,sunrise kitten,Geroux F,1-Jun,0.16,0.34,0.18,0.19,0.48,0,67,Maker Michael J,0.15,0.16,0.16,0.17,0.23,67,61,67,58,,,,,0,0
1035,cd,6/7/20,10,14,Churchill Downs,14,better tapit,Santana R Jr,1-Apr,0.15,0.36,0.19,0.17,0.46,0,76,Asmussen Steven M,0.2,0.15,0.16,0.18,0.19,58,75,68,76,73,,,,0,0
1036,cd,6/11/20,1,7,Churchill Downs,1,cadron flats,Bejarano R,1-Mar,0.13,0.22,0.11,0.12,0.28,73,0,Lauer Michael E,0.11,0.11,0.12,0.09,,68,51,38,37,27,,,,0,0
1037,cd,6/11/20,1,7,Churchill Downs,2,swither's shortcut,Graham J,2-May,0.11,0.28,0.16,0.21,0.54,77,64,Amoss Thomas,0.23,0.23,0.25,0.22,,63,61,62,77,66,2,2-May,2,6.2,1
1038,cd,6/11/20,1,7,Churchill Downs,3,town drunk,Morales E,1-Apr,0.07,0.43,0.1,0.05,0.3,66,0,Van Berg Thomas L,0,0.07,0.04,0.05,,60,998,65,44,45,,,,0,0
1039,cd,6/11/20,1,7,Churchill Downs,4,southsider,Landeros C,1-Aug,0.08,0.28,0.07,0.06,0.19,70,77,Williamson Brian,0.11,0.12,0.1,,,58,55,65,63,50,,,,0,0
1040,cd,6/11/20,1,7,Churchill Downs,5,firehorn,Mena M,1-Mar,0.09,0.19,0.11,0.08,0.26,84,0,Morse Randy L,0.07,0.07,0.07,0.06,,60,64,69,64,62,,,,0,0
1041,cd,6/11/20,1,7,Churchill Downs,6,sparkys surprise,Bridgmohan S X,1-Dec,0.19,0.38,0.21,0,0.75,64,59,Cohn Alice G,0,0,0,0,0,59,54,59,45,57,,,,0,0
1042,cd,6/11/20,1,7,Churchill Downs,7,quest for fire,Beschizza A,1-Aug,0.03,0.24,0.14,0.12,0.27,92,68,Summers Chad,0,0.13,0.13,0.05,,39,56,63,67,60,,,,0,0
1043,cd,6/11/20,2,9,Churchill Downs,1,summer war,Gomez A,20-1,0,0.13,0,0,0.27,27,0,Gorostieta Cirilo,0.14,0.06,0.06,0.06,0.07,27,,,,,,,,0,0
1044,cd,6/11/20,2,9,Churchill Downs,2,american indy,Geroux F,5-Aug,0.17,0.33,0.18,0.13,0.4,0,0,Casse Mark,0.16,0.16,0.17,0.17,0.17,,,,,,,,,0,0
1045,cd,6/11/20,2,9,Churchill Downs,3,trip to seoul,Baze T C,1-Dec,0.07,0.3,0.1,0.09,0.27,0,0,Chapman James K,0,0.15,0.19,0.19,0.16,,,,,,,,,0,0
1046,cd,6/11/20,2,9,Churchill Downs,4,naughty nellie,Orm C,15-1,0.11,0.22,0.06,0,0,0,0,Semkin Sam,0,0,0,0,0,,,,,,,,,0,0
1047,cd,6/11/20,2,9,Churchill Downs,5,golden glass,Court J K,1-Oct,0.08,0.21,0.04,0.25,0.25,0,0,Bahena Ismael,0,0,0.09,0,0.25,,,,,,,,,0,0
1048,cd,6/11/20,2,9,Churchill Downs,6,prodigy doll,Beschizza A,1-Aug,0.03,0.24,0.14,0.13,0.3,0,0,McEntee Paul,0,0.04,0.15,0.13,0.11,,,,,,,,,0,0
1049,cd,6/11/20,2,9,Churchill Downs,7,thoughtfully,Santana R Jr,5-Jul,0.14,0.36,0.18,0.18,0.47,0,0,Asmussen Steven M,0.18,0.2,0.2,0.2,0.22,,,,,,7,5-Jul,5-Mar,3.4,1
1050,cd,6/11/20,2,9,Churchill Downs,8,clear steps,Riquelme J,1-Dec,0,0,0.02,0.12,0.34,0,0,Garcia Genaro,0.08,0.12,0.18,0.18,0.12,,,,,,,,,0,0
1051,cd,6/11/20,2,9,Churchill Downs,1A,little empire,Gomez A,20-1,0,0.13,0,0,0.27,0,0,Gorostieta Cirilo,0.14,0.06,0.06,0.06,0.07,998,,,,,,,,0,0
1052,cd,6/11/20,3,7,Churchill Downs,1,lady mckenzie,Court J K,1-Oct,0.08,0.21,0.04,0.03,0.15,67,38,Fires William H,0.07,0.09,0.06,,,40,58,56,67,50,,,,0,0
1053,cd,6/11/20,3,7,Churchill Downs,2,elusive ride,Rocco J S Jr,1-Apr,0.1,0.15,0.1,0.09,0.26,69,49,Puhich Michael,0,0.11,0.1,0.16,,49,65,69,63,32,,,,0,0
1054,cd,6/11/20,3,7,Churchill Downs,3,sweet carolina,Santana R Jr,2-Jul,0.14,0.36,0.18,0.13,0.4,65,48,Hartman Chris A,0.2,0.07,0,0.15,0.15,64,65,62,55,48,3,2-Jul,2,6.2,1
1055,cd,6/11/20,3,7,Churchill Downs,4,lemon chill,Garcia M,5-Aug,0.12,0.33,0.18,0.06,0.28,76,47,Von Hemel Donnie K,0.07,0.11,0.1,0.1,,76,74,64,65,53,,,,0,0
1056,cd,6/11/20,3,7,Churchill Downs,5,c'est mardi,Baze T C,1-Oct,0.07,0.3,0.1,0.12,0.36,52,68,Hollendorfer Jerry,0.13,0.23,0.17,0.16,0.14,52,51,68,64,62,,,,0,0
1057,cd,6/11/20,3,7,Churchill Downs,6,addison,Talamo J,2-Sep,0.01,0.25,0.14,0.09,0.33,60,61,Romans Dale,0.11,0.1,0.11,,,60,58,61,57,56,,,,0,0
1058,cd,6/11/20,3,7,Churchill Downs,7,she's hot today,Lanerie C J,1-Oct,0.13,0.37,0.14,0.15,0.37,66,63,Sims Phillip A,0.13,0.15,0.15,0.04,,49,66,59,59,53,,,,0,0
1059,cd,6/11/20,4,10,Churchill Downs,1,itasca,Jimenez A,1-Oct,0.03,0.28,0.2,0.05,0.21,38,0,Hughes Byron G,0,0,0.04,0,0,38,30,31,,,,,,0,0
1060,cd,6/11/20,4,10,Churchill Downs,2,taino house,Mena M,1-May,0.09,0.19,0.11,0.15,0.39,44,0,Stall Albert M Jr,0.18,0.17,0.15,0.18,0.19,44,,,,,,,,0,0
1061,cd,6/11/20,4,10,Churchill Downs,3,siete leguas,Esquivel E,1-Jun,0.33,0.67,0.14,0.19,0.46,26,0,Contreras Cipriano,0.12,0.25,0.22,0.24,0.4,40,19,26,,,,,,0,0
1062,cd,6/11/20,4,10,Churchill Downs,4,bourbon bryce,Canuto T,30-1,0,0,0,0,0,28,0,Herrera Arturo F,0,0,0,,,28,18,27,26,19,,,,0,0
1063,cd,6/11/20,4,10,Churchill Downs,5,brother martin,Talamo J,2-Sep,0.01,0.25,0.14,0.11,0.39,66,0,Stewart Dallas,0.05,0.11,0.09,0.09,,47,47,66,59,54,,,,0,0
1064,cd,6/11/20,4,10,Churchill Downs,6,good clean fun,Hernandez C J,1-May,0.12,0.35,0.15,0.15,0.39,44,0,Stall Albert M Jr,0.12,0.18,0.29,0.18,0.19,44,,,,,,,,0,0
1065,cd,6/11/20,4,10,Churchill Downs,7,white wolf,Bowen R,1-May,0,0,0.67,0.1,0.32,60,0,Holthus Paul E,0.23,0.12,0.1,0.15,,51,46,60,,,7,5,6,14.4,1
1066,cd,6/11/20,4,10,Churchill Downs,8,mr. class,Murrill M,1-Aug,0.12,0.21,0.14,0.13,0.46,50,0,Desormeaux J Keith,0.08,0.13,0.11,0.18,,27,23,43,50,24,,,,0,0
1067,cd,6/11/20,4,10,Churchill Downs,9,archrival,Morales E,1-Apr,0.07,0.43,0.1,0.15,0.73,59,58,Combs Bentley,0.17,0.11,0.07,0.05,,54,59,58,47,42,,,,0,0
1068,cd,6/11/20,4,10,Churchill Downs,10,yamato,Santana R Jr,15-1,0.14,0.36,0.18,0.12,0.38,14,0,Sancal Murat,0.04,0,0,0.08,0.11,14,,,,,,,,0,0
1069,cd,6/11/20,5,8,Churchill Downs,1,charge the line,Santana R Jr,2-Sep,0.14,0.36,0.18,0.2,0.42,82,68,Foley Gregory D,0.12,0.17,0.17,0.17,,45,81,82,65,74,,,,0,0
1070,cd,6/11/20,5,8,Churchill Downs,2,p r radio star,Gaffalione T,1-Apr,0.18,0.52,0.18,0.06,0.24,82,66,Johnson Mike W,0,0.06,0.05,0.03,,82,71,81,83,48,,,,0,0
1071,cd,6/11/20,5,8,Churchill Downs,3,boyfriend material,Graham J,1-Aug,0.11,0.28,0.16,0.21,0.54,92,0,Amoss Thomas,0.16,0.2,0.23,0.25,0.22,63,78,84,75,64,,,,0,0
1072,cd,6/11/20,5,8,Churchill Downs,4,hoonani road,Garcia M,1-May,0.12,0.33,0.18,0.11,0.42,85,0,Catalano Wayne M,0.11,0.12,0.09,0.16,,64,74,77,82,84,,,,0,0
1073,cd,6/11/20,5,8,Churchill Downs,5,touching rainbows,Geroux F,1-Mar,0.17,0.33,0.18,0.12,0.35,99,96,D'Amato Philip,0.14,0.14,0.14,0.18,,76,84,94,64,70,,,,0,0
1074,cd,6/11/20,5,8,Churchill Downs,6,durango kid,Orm C,20-1,0.11,0.22,0.06,0.13,0.39,74,0,Lynch Harry E,0.04,0.18,0.1,0.1,0.1,66,74,71,75,5,,,,0,0
1075,cd,6/11/20,5,8,Churchill Downs,7,hard belle,Rocco J S Jr,1-Jun,0.1,0.15,0.1,0.13,0.25,82,60,Tomlinson Michael A,0.14,0.16,0.17,,,68,82,61,73,82,7,6,16,35.6,1
1076,cd,6/11/20,5,8,Churchill Downs,8,pat daddy,Mena M,1-Apr,0.09,0.19,0.11,0.12,0.37,93,78,Ortiz John A,0.06,0.15,0.18,0.12,,75,79,89,93,78,,,,0,0
1077,cd,6/11/20,6,11,Churchill Downs,2,pleasecallmeback,Lanerie C J,1-Jun,0.13,0.37,0.14,0.18,0.45,61,77,Kenneally Eddie,0.25,0.67,0.15,0.19,0.17,75,77,61,72,68,,,,0,0
1078,cd,6/11/20,6,11,Churchill Downs,1,austrian,De La Cruz F,15-1,0,0.13,0.08,0.2,0.3,62,0,Fernandez Jose,0.1,0.2,0.14,0.1,0.21,48,62,15,44,30,,,,0,0
1079,cd,6/11/20,6,11,Churchill Downs,3,blanket of roses,Garcia M,1-Aug,0.12,0.33,0.18,0.19,0.48,73,71,Maker Michael J,0.16,0.14,0.16,0.17,0.14,73,71,69,56,61,,,,0,0
1080,cd,6/11/20,6,11,Churchill Downs,4,king theo,Talamo J,20-1,0.01,0.25,0.14,0.11,0.37,74,70,Vaccarezza Carlo,0.07,0.1,0.14,0.12,0.11,55,65,74,70,55,,,,0,0
1081,cd,6/11/20,6,11,Churchill Downs,5,elusive ruler,Landeros C,1-Mar,0.08,0.28,0.07,0.11,0.35,66,78,Wilkes Ian R,0.17,0.14,0.17,0.13,0.13,78,45,65,66,66,,,,0,0
1082,cd,6/11/20,6,11,Churchill Downs,6,vintage print,Gaffalione T,1-Feb,0.18,0.52,0.18,0.24,0.6,73,81,Brown Chad C,0.26,0.31,0.26,0.27,0.22,81,29,73,,,6,2,2-May,7.4,1
1083,cd,6/11/20,6,11,Churchill Downs,7,fancy liquor,Geroux F,5-Sep,0.17,0.33,0.18,0.19,0.48,86,82,Maker Michael J,0.16,0.14,0.16,0.17,0.14,86,82,,,,,,,0,0
1084,cd,6/11/20,6,11,Churchill Downs,1A,unthrottled,Bridgmohan S X,15-1,0.19,0.38,0.21,0.11,0.39,71,77,Stewart Dallas,0.09,0.08,0.14,0.13,0.12,59,38,71,77,67,,,,0,0
1085,cd,6/11/20,6,11,Churchill Downs,8,prodigious bay,Gaffalione T,1-Feb,0.18,0.52,0.18,0.19,0.43,80,0,Moquett Ronald E,0.15,0.15,0.14,0.15,,80,85,59,64,,,,,0,0
1086,cd,6/11/20,6,11,Churchill Downs,9,extraordinary,Geroux F,1-Mar,0.17,0.33,0.18,0.11,0.4,85,0,Brisset Rodolphe,0.1,0.2,0.19,0.18,0.15,75,85,70,,,,,,0,0
1087,cd,6/11/20,6,11,Churchill Downs,10,dean martini,Graham J,1-Mar,0.11,0.28,0.16,0.21,0.54,83,74,Amoss Thomas,0.16,0.23,0.18,0.24,,83,75,69,72,70,,,,0,0
1088,cd,6/11/20,7,9,Churchill Downs,1,hidden talent,Gaffalione T,1-May,0.18,0.52,0.18,0.11,0.42,75,0,Catalano Wayne M,0.11,0.13,0.12,0.09,0.16,54,75,75,,,,,,0,0
1089,cd,6/11/20,7,9,Churchill Downs,2,golden notion,Geroux F,1-Mar,0.17,0.33,0.18,0.25,0.56,85,0,Cox Brad H,0.27,0.25,0.24,0.28,,78,70,78,72,72,,,,0,0
